code,dayTime,type,entryMethod,exitMethod,MINI_CHECK_flg,realEntryVolume,entry_money
1716,2017/7/31,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique04.MACD_M_S_OVER0,0,900,1000000
1716,2017/7/31,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique04.MACD_M_S_OVER0,1,27,1000000
1716,2017/7/31,DD,technique.Technique06.IDO_HEKIN_3_S,technique.Technique04.MACD_M_S_OVER0,0,900,1000000
1716,2017/7/31,DD,technique.Technique06.IDO_HEKIN_3_S,technique.Technique04.MACD_M_S_OVER0,1,27,1000000
1979,2017/7/31,DD,technique.Technique04.MACD_M_L_OVER0,technique.Technique04.MACD_M_S_OVER0,0,300,1000000
1979,2017/7/31,DD,technique.Technique04.MACD_M_L_OVER0,technique.Technique04.MACD_M_S_OVER0,1,38,1000000
1979,2017/7/31,DD,technique.Technique08.MACD_IDOHEIKIN_L,technique.Technique04.MACD_M_S_OVER0,0,300,1000000
1979,2017/7/31,DD,technique.Technique08.MACD_IDOHEIKIN_L,technique.Technique04.MACD_M_S_OVER0,1,38,1000000
2124,2017/7/31,DD,technique.Technique04.MACD_M_L,technique.Technique04.MACD_M_S_OVER0,0,500,1000000
2124,2017/7/31,DD,technique.Technique04.MACD_M_L,technique.Technique04.MACD_M_S_OVER0,1,56,1000000
2154,2017/7/31,DD,technique.Technique04.MACD_M_L,technique.Technique04.MACD_M_S_OVER0,0,400,1000000
2154,2017/7/31,DD,technique.Technique04.MACD_M_L,technique.Technique04.MACD_M_S_OVER0,1,32,1000000
2163,2017/7/31,DD,technique.Technique04.MACD_M_L_OVER0,technique.Technique04.MACD_M_S_OVER0,0,700,1000000
2163,2017/7/31,DD,technique.Technique04.MACD_M_L_OVER0,technique.Technique04.MACD_M_S_OVER0,1,56,1000000
2163,2017/7/31,DD,technique.Technique08.MACD_IDOHEIKIN_L,technique.Technique04.MACD_M_S_OVER0,0,700,1000000
2163,2017/7/31,DD,technique.Technique08.MACD_IDOHEIKIN_L,technique.Technique04.MACD_M_S_OVER0,1,56,1000000
,,,,,,,
2163,2017/7/31,DD,technique.Technique08.MACD_IDOHEIKIN_L,technique.Technique06.IDO_HEKIN_2_L,1,8,1000000
2176,2017/7/31,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique04.MACD_M_S_OVER0,0,1400,1000000
2176,2017/7/31,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique04.MACD_M_S_OVER0,1,9,1000000
2181,2017/7/31,DD,technique.Technique04.MACD_M_L_OVER0,technique.Technique04.MACD_M_S_OVER0,0,400,1000000
