code,dayTime,type,entryMethod,exitMethod,MINI_CHECK_flg,realEntryVolume,entry_money
1716,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique04.MACD_M_S_OVER0,0,900,1000000
1716,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique04.MACD_M_S_OVER0,1,18,1000000
1716,2017/7/25,DD,technique.Technique06.IDO_HEKIN_3_S,technique.Technique04.MACD_M_S_OVER0,0,900,1000000
1716,2017/7/25,DD,technique.Technique06.IDO_HEKIN_3_S,technique.Technique04.MACD_M_S_OVER0,1,18,1000000
1979,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique04.MACD_M_S_OVER0,0,300,1000000
1979,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique04.MACD_M_S_OVER0,1,40,1000000
2124,2017/7/25,DD,technique.Technique04.MACD_M_L,technique.Technique04.MACD_M_S_OVER0,0,500,1000000
2124,2017/7/25,DD,technique.Technique04.MACD_M_L,technique.Technique04.MACD_M_S_OVER0,1,44,1000000
2124,2017/7/25,DD,technique.Technique06.IDO_HEKIN_3_S,technique.Technique04.MACD_M_S_OVER0,0,500,1000000
2124,2017/7/25,DD,technique.Technique06.IDO_HEKIN_3_S,technique.Technique04.MACD_M_S_OVER0,1,44,1000000
2176,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique04.MACD_M_S_OVER0,0,1300,1000000
2176,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique04.MACD_M_S_OVER0,1,97,1000000
2303,2017/7/25,DD,technique.Technique04.MACD_M_L,technique.Technique04.MACD_M_S_OVER0,0,600,1000000
2303,2017/7/25,DD,technique.Technique04.MACD_M_L,technique.Technique04.MACD_M_S_OVER0,1,40,1000000
2303,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique04.MACD_M_S_OVER0,0,600,1000000
2303,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique04.MACD_M_S_OVER0,1,40,1000000
2303,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique06.IDO_HEKIN_2_L,0,600,1000000
2303,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique06.IDO_HEKIN_2_L,1,40,1000000
2303,2017/7/25,DD,technique.Technique06.IDO_HEKIN_3_S,technique.Technique04.MACD_M_S_OVER0,0,600,1000000
2303,2017/7/25,DD,technique.Technique06.IDO_HEKIN_3_S,technique.Technique04.MACD_M_S_OVER0,1,40,1000000
2303,2017/7/25,DD,technique.Technique06.IDO_HEKIN_3_S,technique.Technique06.IDO_HEKIN_2_L,0,600,1000000
2303,2017/7/25,DD,technique.Technique06.IDO_HEKIN_3_S,technique.Technique06.IDO_HEKIN_2_L,1,40,1000000
2304,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique04.MACD_M_S_OVER0,0,2200,1000000
2304,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique04.MACD_M_S_OVER0,1,63,1000000
2315,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique04.MACD_M_S_OVER0,0,17800,1000000
2315,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique04.MACD_M_S_OVER0,1,58,1000000
2315,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique06.IDO_HEKIN_2_L,0,17800,1000000
2315,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique06.IDO_HEKIN_2_L,1,58,1000000
2315,2017/7/25,DD,technique.Technique06.IDO_HEKIN_3_S,technique.Technique04.MACD_M_S_OVER0,0,17800,1000000
2315,2017/7/25,DD,technique.Technique06.IDO_HEKIN_3_S,technique.Technique04.MACD_M_S_OVER0,1,58,1000000
2315,2017/7/25,DD,technique.Technique08.MACD_IDOHEIKIN_L,technique.Technique06.IDO_HEKIN_2_L,0,100,1000000
2315,2017/7/25,DD,technique.Technique08.MACD_IDOHEIKIN_L,technique.Technique06.IDO_HEKIN_2_L,1,79,1000000
2321,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique06.IDO_HEKIN_2_L,0,5100,1000000
2321,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique06.IDO_HEKIN_2_L,1,3,1000000
2321,2017/7/25,DD,technique.Technique06.IDO_HEKIN_3_S,technique.Technique06.IDO_HEKIN_2_L,0,5100,1000000
2321,2017/7/25,DD,technique.Technique06.IDO_HEKIN_3_S,technique.Technique06.IDO_HEKIN_2_L,1,3,1000000
2321,2017/7/25,DD,technique.Technique08.MACD_IDOHEIKIN_L,technique.Technique06.IDO_HEKIN_2_L,1,52,1000000
2337,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique06.IDO_HEKIN_2_L,0,3000,1000000
2337,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique06.IDO_HEKIN_2_L,1,49,1000000
2415,2017/7/25,DD,technique.Technique04.MACD_M_L_OVER0,technique.Technique04.MACD_M_S_OVER0,0,600,1000000
2415,2017/7/25,DD,technique.Technique04.MACD_M_L_OVER0,technique.Technique04.MACD_M_S_OVER0,1,18,1000000
2415,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique04.MACD_M_S_OVER0,0,600,1000000
2415,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique04.MACD_M_S_OVER0,1,18,1000000
2498,2017/7/25,DD,technique.Technique06.IDO_HEKIN_3_S,technique.Technique04.MACD_M_S_OVER0,0,800,1000000
2498,2017/7/25,DD,technique.Technique06.IDO_HEKIN_3_S,technique.Technique04.MACD_M_S_OVER0,1,25,1000000
2749,2017/7/25,DD,technique.Technique08.MACD_IDOHEIKIN_L,technique.Technique04.MACD_M_S_OVER0,0,3500,1000000
2749,2017/7/25,DD,technique.Technique08.MACD_IDOHEIKIN_L,technique.Technique04.MACD_M_S_OVER0,1,34,1000000
3085,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique04.MACD_M_S_OVER0,0,500,1000000
3085,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique04.MACD_M_S_OVER0,1,24,1000000
3192,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique04.MACD_M_S_OVER0,0,1900,1000000
3192,2017/7/25,DD,technique.Technique06.IDO_HEKIN_1_S,technique.Technique04.MACD_M_S_OVER0,1,61,1000000
