"code","dayTime","type","entryMethod","exitMethod","MINI_CHECK_flg","realEntryVolume","entry_money"
"1418","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","40","11000"
"1789","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","19","11000"
"2124","2017-08-03","DD","technique.Technique04.MACD_M_L","technique.Technique04.MACD_M_S_OVER0","1","7","11000"
"2124","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","7","11000"
"2124","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","7","11000"
"2154","2017-08-03","DD","technique.Technique04.MACD_M_L","technique.Technique04.MACD_M_S_OVER0","1","5","11000"
"2154","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","5","11000"
"2163","2017-08-03","DD","technique.Technique04.MACD_M_L_OVER0","technique.Technique04.MACD_M_S_OVER0","1","9","11000"
"2163","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique04.MACD_M_S_OVER0","1","9","11000"
"2163","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique06.IDO_HEKIN_2_L","1","9","11000"
"2176","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","16","11000"
"2181","2017-08-03","DD","technique.Technique04.MACD_M_L_OVER0","technique.Technique04.MACD_M_S_OVER0","1","6","11000"
"2181","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","6","11000"
"2181","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","6","11000"
"2181","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique04.MACD_M_S_OVER0","1","6","11000"
"2222","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","4","11000"
"2303","2017-08-03","DD","technique.Technique04.MACD_M_L","technique.Technique04.MACD_M_S_OVER0","1","8","11000"
"2303","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","8","11000"
"2303","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique06.IDO_HEKIN_2_L","1","8","11000"
"2303","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","8","11000"
"2303","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique06.IDO_HEKIN_2_L","1","8","11000"
"2304","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","26","11000"
"2321","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique06.IDO_HEKIN_2_L","1","59","11000"
"2321","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique06.IDO_HEKIN_2_L","1","59","11000"
"2321","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique06.IDO_HEKIN_2_L","1","59","11000"
"2326","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","3","11000"
"2326","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","3","11000"
"2413","2017-08-03","DD","technique.Technique04.MACD_M_L_OVER0","technique.Technique04.MACD_M_S_OVER0","1","4","11000"
"2413","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","4","11000"
"2413","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique06.IDO_HEKIN_2_L","1","4","11000"
"2413","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","4","11000"
"2413","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique04.MACD_M_S_OVER0","1","4","11000"
"2413","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique06.IDO_HEKIN_2_L","1","4","11000"
"2415","2017-08-03","DD","technique.Technique04.MACD_M_L_OVER0","technique.Technique04.MACD_M_S_OVER0","1","7","11000"
"2415","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","7","11000"
"2479","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique06.IDO_HEKIN_2_L","1","51","11000"
"2743","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique06.IDO_HEKIN_2_L","1","39","11000"
"3134","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","7","11000"
"3179","2017-08-03","DD","technique.Technique04.MACD_M_L","technique.Technique04.MACD_M_S_OVER0","1","6","11000"
"3193","2017-08-03","DD","technique.Technique04.MACD_M_L","technique.Technique04.MACD_M_S_OVER0","1","5","11000"
"3199","2017-08-03","DD","technique.Technique04.MACD_M_L","technique.Technique04.MACD_M_S_OVER0","1","5","11000"
"3264","2017-08-03","DD","technique.Technique04.MACD_M_L_OVER0","technique.Technique04.MACD_M_S_OVER0","1","35","11000"
"3264","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique04.MACD_M_S_OVER0","1","35","11000"
"3275","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","6","11000"
"3275","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","6","11000"
"3356","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","31","11000"
"3356","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","31","11000"
"3356","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique06.IDO_HEKIN_2_L","1","31","11000"
"3647","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","61","11000"
"3652","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","4","11000"
"3654","2017-08-03","DD","technique.Technique04.MACD_M_L","technique.Technique04.MACD_M_S_OVER0","1","7","11000"
"3654","2017-08-03","DD","technique.Technique04.MACD_M_L_OVER0","technique.Technique04.MACD_M_S_OVER0","1","7","11000"
"3654","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","7","11000"
"3654","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique06.IDO_HEKIN_2_L","1","7","11000"
"3654","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","7","11000"
"3654","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique04.MACD_M_S_OVER0","1","7","11000"
"3654","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique06.IDO_HEKIN_2_L","1","7","11000"
"3657","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique06.IDO_HEKIN_2_L","1","8","11000"
"3660","2017-08-03","DD","technique.Technique04.MACD_M_L_OVER0","technique.Technique04.MACD_M_S_OVER0","1","16","11000"
"3660","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","16","11000"
"3660","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique06.IDO_HEKIN_2_L","1","16","11000"
"3660","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique04.MACD_M_S_OVER0","1","16","11000"
"3660","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique06.IDO_HEKIN_2_L","1","16","11000"
"3662","2017-08-03","DD","technique.Technique04.MACD_M_L_OVER0","technique.Technique04.MACD_M_S_OVER0","1","5","11000"
"3662","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","5","11000"
"3662","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","5","11000"
"3662","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique04.MACD_M_S_OVER0","1","5","11000"
"3663","2017-08-03","DD","technique.Technique04.MACD_M_L_OVER0","technique.Technique04.MACD_M_S_OVER0","1","9","11000"
"3663","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","9","11000"
"3663","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique06.IDO_HEKIN_2_L","1","9","11000"
"3663","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique04.MACD_M_S_OVER0","1","9","11000"
"3663","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique06.IDO_HEKIN_2_L","1","9","11000"
"3664","2017-08-03","DD","technique.Technique04.MACD_M_L_OVER0","technique.Technique04.MACD_M_S_OVER0","1","13","11000"
"3664","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique04.MACD_M_S_OVER0","1","13","11000"
"3666","2017-08-03","DD","technique.Technique04.MACD_M_L","technique.Technique04.MACD_M_S_OVER0","1","11","11000"
"3666","2017-08-03","DD","technique.Technique04.MACD_M_L_OVER0","technique.Technique04.MACD_M_S_OVER0","1","11","11000"
"3666","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","11","11000"
"3666","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique06.IDO_HEKIN_2_L","1","11","11000"
"3666","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","11","11000"
"3666","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique04.MACD_M_S_OVER0","1","11","11000"
"3666","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique06.IDO_HEKIN_2_L","1","11","11000"
"3694","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique06.IDO_HEKIN_2_L","1","4","11000"
"3696","2017-08-03","DD","technique.Technique04.MACD_M_L","technique.Technique04.MACD_M_S_OVER0","1","8","11000"
"3696","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","8","11000"
"3804","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","11","11000"
"3825","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique04.MACD_M_S_OVER0","1","10","11000"
"3837","2017-08-03","DD","technique.Technique04.MACD_M_L","technique.Technique04.MACD_M_S_OVER0","1","10","11000"
"3837","2017-08-03","DD","technique.Technique04.MACD_M_L_OVER0","technique.Technique04.MACD_M_S_OVER0","1","10","11000"
"3837","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","10","11000"
"3837","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","10","11000"
"3837","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique04.MACD_M_S_OVER0","1","10","11000"
"3844","2017-08-03","DD","technique.Technique04.MACD_M_L","technique.Technique04.MACD_M_S_OVER0","1","3","11000"
"3852","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique06.IDO_HEKIN_2_L","1","11","11000"
"3865","2017-08-03","DD","technique.Technique04.MACD_M_L_OVER0","technique.Technique04.MACD_M_S_OVER0","1","15","11000"
"3865","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique04.MACD_M_S_OVER0","1","15","11000"
"3912","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique06.IDO_HEKIN_2_L","1","8","11000"
"4026","2017-08-03","DD","technique.Technique04.MACD_M_L_OVER0","technique.Technique04.MACD_M_S_OVER0","1","7","11000"
"4026","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","7","11000"
"4026","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique06.IDO_HEKIN_2_L","1","7","11000"
"4248","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","7","11000"
"4290","2017-08-03","DD","technique.Technique04.MACD_M_L","technique.Technique04.MACD_M_S_OVER0","1","10","11000"
"4290","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","10","11000"
"4293","2017-08-03","DD","technique.Technique04.MACD_M_L","technique.Technique04.MACD_M_S_OVER0","1","38","11000"
"4293","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","38","11000"
"4293","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique06.IDO_HEKIN_2_L","1","38","11000"
"4293","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","38","11000"
"4293","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique06.IDO_HEKIN_2_L","1","38","11000"
"4293","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique06.IDO_HEKIN_2_L","1","38","11000"
"4335","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","13","11000"
"4368","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","4","11000"
"4368","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique06.IDO_HEKIN_2_L","1","4","11000"
"4368","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","4","11000"
"4368","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique06.IDO_HEKIN_2_L","1","4","11000"
"4369","2017-08-03","DD","technique.Technique04.MACD_M_L","technique.Technique04.MACD_M_S_OVER0","1","4","11000"
"4369","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","4","11000"
"4572","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique06.IDO_HEKIN_2_L","1","8","11000"
"4572","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique06.IDO_HEKIN_2_L","1","8","11000"
"4572","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique06.IDO_HEKIN_2_L","1","8","11000"
"4581","2017-08-03","DD","technique.Technique04.MACD_M_L_OVER0","technique.Technique04.MACD_M_S_OVER0","1","2","11000"
"4581","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","2","11000"
"4581","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","2","11000"
"4581","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique04.MACD_M_S_OVER0","1","2","11000"
"4593","2017-08-03","DD","technique.Technique04.MACD_M_L","technique.Technique04.MACD_M_S_OVER0","1","9","11000"
"4650","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","11","11000"
"4650","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","11","11000"
"4664","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","21","11000"
"4664","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","21","11000"
"4685","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","11","11000"
"4704","2017-08-03","DD","technique.Technique04.MACD_M_L_OVER0","technique.Technique04.MACD_M_S_OVER0","1","2","11000"
"4704","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique04.MACD_M_S_OVER0","1","2","11000"
"4707","2017-08-03","DD","technique.Technique04.MACD_M_L","technique.Technique04.MACD_M_S_OVER0","1","35","11000"
"4734","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","26","11000"
"4736","2017-08-03","DD","technique.Technique04.MACD_M_L_OVER0","technique.Technique04.MACD_M_S_OVER0","1","13","11000"
"4736","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique06.IDO_HEKIN_2_L","1","13","11000"
"4748","2017-08-03","DD","technique.Technique04.MACD_M_L_OVER0","technique.Technique04.MACD_M_S_OVER0","1","6","11000"
"4748","2017-08-03","DD","technique.Technique06.IDO_HEKIN_1_S","technique.Technique04.MACD_M_S_OVER0","1","6","11000"
"4748","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique04.MACD_M_S_OVER0","1","6","11000"
"4751","2017-08-03","DD","technique.Technique08.MACD_IDOHEIKIN_L","technique.Technique06.IDO_HEKIN_2_L","1","4","11000"
"4814","2017-08-03","DD","technique.Technique04.MACD_M_L","technique.Technique04.MACD_M_S_OVER0","1","29","11000"
"4814","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","29","11000"
"4847","2017-08-03","DD","technique.Technique04.MACD_M_L","technique.Technique04.MACD_M_S_OVER0","1","18","11000"
"5216","2017-08-03","DD","technique.Technique06.IDO_HEKIN_3_S","technique.Technique04.MACD_M_S_OVER0","1","51","11000"
